"openalex_id","doi","title","publication_year","publication_date","cited_by_count","source","domain","field","subfield","primary_topic","is_open_access","open_access_status","has_fulltext","has_pdf","knime_role","likely_uses_knime_workflow_platform","classification_reason"
"https://openalex.org/W2950896755","https://doi.org/10.1021/acs.jproteome.8b00723","Protein Inference Using PIA Workflows and PSI Standard File Formats","2018","2018-11-26","43","Journal of Proteome Research","Physical Sciences","Chemistry","Spectroscopy","Advanced Proteomics Techniques and Applications","False","closed","False","False","uses_knime_as_tool","True","\bknime\b.{0,80}\bworkflow[s]?\b"
"https://openalex.org/W3216372467","https://doi.org/10.5281/zenodo.3838703","KNIME Workflows for CADD and Cheminformatics","2020","2020-05-21","0","Zenodo (CERN European Organization for Nuclear Research)","Physical Sciences","Computer Science","Software","Model-Driven Software Engineering Techniques","True","green","True","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2888792171","https://doi.org/10.1186/s13321-018-0299-2","“MS-Ready” structures for non-targeted high-resolution mass spectrometry screening studies","2018","2018-08-30","88","Journal of Cheminformatics","Physical Sciences","Chemistry","Spectroscopy","Analytical Chemistry and Chromatography","True","gold","True","True","uses_knime_as_tool","True","\bknime\b.{0,80}\bworkflow[s]?\b"
"https://openalex.org/W3012866794","https://doi.org/10.1186/s12859-020-3363-7","Multi-template matching: a versatile tool for object-localization in microscopy images","2020","2020-02-05","40","BMC Bioinformatics","Life Sciences","Biochemistry, Genetics and Molecular Biology","Biophysics","Cell Image Analysis Techniques","True","gold","True","True","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W2796932608","https://doi.org/10.3389/fchem.2018.00093","BitterSweetForest: A Random Forest Based Binary Classifier to Predict Bitterness and Sweetness of Chemical Compounds","2018","2018-04-11","89","Frontiers in Chemistry","Physical Sciences","Engineering","Biomedical Engineering","Advanced Chemical Sensor Technologies","True","gold","True","False","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W2790263756","https://doi.org/10.1007/s11306-018-1349-5","KniMet: a pipeline for the processing of chromatography–mass spectrometry metabolomics data","2018","2018-03-16","43","Metabolomics","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Metabolomics and Mass Spectrometry Studies","True","hybrid","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W3190609930","","KNIME Workflow: Links from Text","2021","2021-08-05","0","King Abdullah University of Science and Technology Repository (King Abdullah University of Science and Technology)","Social Sciences","Arts and Humanities","Literature and Literary Theory","Digital Humanities and Scholarship","False","closed","False","False","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W2279004469","https://doi.org/10.3389/fenvs.2016.00002","Consensus Modeling for HTS Assays Using In silico Descriptors Calculates the Best Balanced Accuracy in Tox21 Challenge","2016","2016-02-04","65","Frontiers in Environmental Science","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","gold","True","True","uses_knime_as_tool","True","\bworkflow[s]?\b.{0,80}\bknime\b"
"https://openalex.org/W4417012565","https://doi.org/10.59350/d0md7-pys92","Cheminformatics Data Pipelining with KNIME - Getting Started","2010","2010-10-11","0","Front Matter","Physical Sciences","Computer Science","Computer Vision and Pattern Recognition","Data Visualization and Analytics","True","gold","True","False","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W2746078860","https://doi.org/10.13034/jsst.v10i1.123","Implementation of virtual workflows in KNIME for medicinal chemistry","2017","2017-08-19","0","Journal of Student Science and Technology","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Biomedical Text Mining and Ontologies","True","diamond","True","True","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W4297627447","https://doi.org/10.5281/zenodo.3474555","MACHINE LEARNING IN NETWORK SECURITY USING KNIME ANALYTICS","2019","2019-09-30","0","Zenodo (CERN European Organization for Nuclear Research)","Physical Sciences","Computer Science","Computer Vision and Pattern Recognition","Face and Expression Recognition","True","green","True","False","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W2792618216","https://doi.org/10.1080/07391102.2018.1456975","Identifying natural compounds as multi-target-directed ligands against Alzheimer’s disease: an <i>in silico</i> approach","2018","2018-03-26","78","Journal of Biomolecular Structure and Dynamics","Health Sciences","Medicine","Pharmacology","Cholinesterase and Neurodegenerative Diseases","False","closed","False","False","uses_knime_as_tool","True","\bknime\b.{0,80}\bworkflow[s]?\b"
"https://openalex.org/W3173327845","https://doi.org/10.48550/arxiv.2001.11489","MACHINE LEARNING IN NETWORK SECURITY USING KNIME ANALYTICS","2019","2019-11-18","0","SSRN Electronic Journal","Physical Sciences","Computer Science","Computer Networks and Communications","Network Security and Intrusion Detection","True","green","True","False","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W4315563962","https://doi.org/10.33979/2073-7432-2022-1(79)-4-119-124","ANALYSISOFTHELEVELOFTRAININGOF STUDENTS OF TRANSPORT DIRECTIONS IN THE KNIME ANALYTICS PLATFORM SOFTWARE ENVIRONMENT","2022","2022-01-01","0","World of transport and technological machines","Social Sciences","Business, Management and Accounting","Management of Technology and Innovation","Economic and Technological Systems Analysis","False","closed","False","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W4296024895","","CymeR: cytometry analysis using KNIME, Docker and R","2017","2017-01-01","0","HAL (Le Centre pour la Communication Scientifique Directe)","Life Sciences","Biochemistry, Genetics and Molecular Biology","Biophysics","Cell Image Analysis Techniques","False","closed","False","False","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W2801124320","","Work Session Using KNIME for Data Analytics","2018","2018-01-01","0","","Social Sciences","Business, Management and Accounting","Management Information Systems","Big Data and Business Intelligence","False","closed","False","False","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W4409642807","https://doi.org/10.1109/indicon63790.2024.10958525","Machine Learning KNIME Based Diseases Prediction for Healthcare Analytics","2024","2024-12-19","0","2024 IEEE 21st India Council International Conference (INDICON)","Health Sciences","Health Professions","Health Information Management","Artificial Intelligence in Healthcare","False","closed","False","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2048283898","https://doi.org/10.1002/minf.201400016","MassCascade: Visual Programming for LC‐MS Data Processing in Metabolomics","2014","2014-04-01","14","Molecular Informatics","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Metabolomics and Mass Spectrometry Studies","True","bronze","True","True","uses_knime_as_tool","True","\bworkflow[s]?\b.{0,80}\bknime\b"
"https://openalex.org/W3211633957","","KNIME Workflow: Query Semantic Scholar API by DOI","2021","2021-11-18","0","King Abdullah University of Science and Technology Repository (King Abdullah University of Science and Technology)","Social Sciences","Decision Sciences","Information Systems and Management","Scientific Computing and Data Management","False","closed","False","False","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W2509976270","","Prediction of Thyroid Disease Using Data Mining Techniques","2016","2016-08-01","47","DOAJ (DOAJ: Directory of Open Access Journals)","Physical Sciences","Computer Science","Information Systems","Data Mining Algorithms and Applications","True","green","True","False","uses_knime_as_tool","True","\bknime analytics platform\b"
"https://openalex.org/W2901568326","https://doi.org/10.1371/journal.pone.0208626","Identifying disease genes using machine learning and gene functional similarities, assessed through Gene Ontology","2018","2018-12-10","90","PLoS ONE","Life Sciences","Neuroscience","Cognitive Neuroscience","Autism Spectrum Disorder Research","True","gold","True","True","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W3019692265","https://doi.org/10.1080/09537104.2020.1748588","An adaptable analysis workflow for characterization of platelet spreading and morphology","2020","2020-04-23","26","Platelets","Physical Sciences","Computer Science","Computer Vision and Pattern Recognition","Digital Imaging for Blood Diseases","True","hybrid","True","True","uses_knime_as_tool","True","\bworkflow[s]?\b.{0,80}\bknime\b"
"https://openalex.org/W2338423545","https://doi.org/10.1021/acs.chemrestox.5b00480","Using Molecular Initiating Events to Develop a Structural Alert Based Screening Workflow for Nuclear Receptor Ligands Associated with Hepatic Steatosis","2016","2016-01-20","57","Chemical Research in Toxicology","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","green","True","True","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W2335278241","https://doi.org/10.1016/j.toxlet.2013.05.084","In silico workflows for toxicity prediction implemented into KNIME","2013","2013-08-01","0","Toxicology Letters","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","False","closed","False","False","uses_knime_as_tool","True","\bworkflow[s]?\b.{0,80}\bknime\b"
"https://openalex.org/W2949728911","","Comparision of Outlier Detection Techniquesusing KNIME Analytics Platform","2019","2019-04-03","0","International Journal of Engineering Research and","Physical Sciences","Computer Science","Artificial Intelligence","Anomaly Detection Techniques and Applications","False","closed","False","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W4311917005","https://doi.org/10.1177/14673584221145819","Hotel service quality dimensions and attributes: An analysis of online hotel customer reviews","2022","2022-12-08","40","Tourism and Hospitality Research","Social Sciences","Business, Management and Accounting","Organizational Behavior and Human Resource Management","Customer Service Quality and Loyalty","False","closed","False","False","uses_knime_as_tool","True","\bknime analytics platform\b"
"https://openalex.org/W2884970730","https://doi.org/10.3390/info9070176","A Study of a Health Resources Management Platform Integrating Neural Networks and DSS Telemedicine for Homecare Assistance","2018","2018-07-19","48","Information","Physical Sciences","Computer Science","Signal Processing","Time Series Analysis and Forecasting","True","gold","True","True","uses_knime_as_tool","True","\bknime\b.{0,80}\bworkflow[s]?\b"
"https://openalex.org/W7127130230","https://doi.org/10.1186/s13321-026-01156-y","SPARFlow: a KNIME workflow for integrated structure–activity or structure–property relationship analysis","2026","2026-02-02","0","Journal of Cheminformatics","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","gold","True","False","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W2288366709","https://doi.org/10.1186/s13321-016-0121-y","Selectivity profiling of BCRP versus P-gp inhibition: from automated collection of polypharmacology data to multi-label learning","2016","2016-02-04","32","Journal of Cheminformatics","Health Sciences","Medicine","Oncology","Drug Transport and Resistance Mechanisms","True","gold","True","True","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W2903768033","https://doi.org/10.23919/aeit.2018.8577362","Neural Networks for Automated Smart Health Platforms oriented on Heart Predictive Diagnostic Big Data Systems","2018","2018-10-01","29","2018 AEIT International Annual Conference","Health Sciences","Health Professions","Health Information Management","Artificial Intelligence in Healthcare","False","closed","False","False","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W7112639173","","Machine learning for marketing on the KNIME Hub: The development of a live repository for marketing applications","","","0","RePEc: Research Papers in Economics","Social Sciences","Business, Management and Accounting","Marketing","Customer churn and segmentation","False","closed","False","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W1977863230","https://doi.org/10.1002/pmic.201400391","Workflows for automated downstream data analysis and visualization in large‐scale computational mass spectrometry","2015","2015-01-20","35","PROTEOMICS","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Metabolomics and Mass Spectrometry Studies","True","bronze","True","True","uses_knime_as_tool","True","\bworkflow[s]?\b.{0,80}\bknime\b"
"https://openalex.org/W3210400750","https://doi.org/10.5281/zenodo.1401196","KNIME workflow to calculate Tanimoto similarities based upon molecular fingerprints","2018","2018-08-21","0","Zenodo (CERN European Organization for Nuclear Research)","Health Sciences","Medicine","Pharmacology","Healthcare and Venom Research","True","green","True","False","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W4206021533","https://doi.org/10.18411/trnio-12-2021-92","Структура платформы Knime Analytics Platform и ее возможности","2021","2021-01-01","0","ТЕНДЕНЦИИ РАЗВИТИЯ НАУКИ И ОБРАЗОВАНИЯ","Physical Sciences","Computer Science","Information Systems","Big Data and Digital Economy","True","bronze","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W7108229741","https://doi.org/10.5281/zenodo.17775761","Develop an LLM-based framework for translating KNIME workflows into Galaxy Imaging workflows","2025","2025-12-01","0","Zenodo (CERN European Organization for Nuclear Research)","Social Sciences","Decision Sciences","Information Systems and Management","Scientific Computing and Data Management","True","green","True","False","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W4414861801","https://doi.org/10.65000/gnepth87","Effective Workflow Automation and Data Mining Models Using KNIME Analytics Platform","2024","2024-04-30","0","International Journal of Industrial Engineering","Social Sciences","Business, Management and Accounting","Management Information Systems","Big Data and Business Intelligence","True","hybrid","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W3165480446","https://doi.org/10.17605/osf.io/r67ay","Facebook Posts of Public Libraries in Ankara: Datasets and KNIME Workflow","2020","2020-01-01","0","OSF Preprints (OSF Preprints)","Physical Sciences","Computer Science","Information Systems","Web and Library Services","True","green","True","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2593226556","","Data Analysis in E-Learning System of Gunadarma University by Using Knime","2008","2008-01-01","0","Gunadarma University Repository (Gunadarma University)","Physical Sciences","Computer Science","Computer Science Applications","Online Learning and Analytics","True","green","True","True","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W2910355936","https://doi.org/10.2174/2213275912666190119162204","Design of a Predictive Model to Detect anomaly on Time series using KNIME","2019","2019-01-19","0","Recent Patents on Computer Science","Physical Sciences","Computer Science","Artificial Intelligence","Anomaly Detection Techniques and Applications","False","closed","False","False","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W4416121333","https://doi.org/10.62273/qoir5976","Teaching Tip: AI and Machine Learning for Business and Information Systems Education Using KNIME","2025","2025-01-01","0","Journal of Information Systems Education","Health Sciences","Medicine","Health Informatics","Artificial Intelligence in Healthcare and Education","True","bronze","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W7108214529","https://doi.org/10.5281/zenodo.17775760","Develop an LLM-based framework for translating KNIME workflows into Galaxy Imaging workflows","2025","2025-12-01","0","Zenodo (CERN European Organization for Nuclear Research)","Social Sciences","Decision Sciences","Information Systems and Management","Scientific Computing and Data Management","True","green","True","False","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W2924234733","https://doi.org/10.1093/bioinformatics/btz204","maTE: discovering expressed interactions between microRNAs and their targets","2019","2019-03-19","57","Bioinformatics","Life Sciences","Biochemistry, Genetics and Molecular Biology","Cancer Research","MicroRNA in disease regulation","False","closed","False","False","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W2409982462","https://doi.org/10.1016/j.tox.2016.05.026","Multiscale modelling approaches for assessing cosmetic ingredients safety","2016","2016-06-04","29","Toxicology","Health Sciences","Veterinary","Small Animals","Animal testing and alternatives","True","hybrid","True","True","uses_knime_as_tool","True","\bknime\b.{0,80}\bworkflow[s]?\b"
"https://openalex.org/W4223900207","https://doi.org/10.3390/bioengineering9040172","Machine Learning and Regression Analysis to Model the Length of Hospital Stay in Patients with Femur Fracture","2022","2022-04-14","33","Bioengineering","Health Sciences","Medicine","Surgery","Hip and Femur Fractures","True","gold","True","True","uses_knime_as_tool","True","\bknime analytics platform\b"
"https://openalex.org/W2188477398","","A KNIME-Based Workflow for the Distinction of S-Phase Stages in Cells Immunolabeled for PCNA Detection","2012","2012-01-01","0","","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Gene expression and cancer classification","False","closed","False","False","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W4405908903","https://doi.org/10.1109/incit63192.2024.10810545","Data Integraion and Data Pipeline Model by Using KNIME for Research Data","2024","2024-11-14","0","2024 8th International Conference on Information Technology (InCIT)","Social Sciences","Decision Sciences","Information Systems and Management","Big Data Technologies and Applications","False","closed","False","False","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W2602106698","https://doi.org/10.7287/peerj.preprints.2849v1","From the desktop to the grid and cloud: conversion of KNIME workflows to WS-PGRADE","2017","2017-03-04","0","","Social Sciences","Decision Sciences","Information Systems and Management","Scientific Computing and Data Management","True","gold","True","False","about_knime_or_extension","True","\bkonstanz information miner\b"
"https://openalex.org/W2728122703","https://doi.org/10.1016/j.tiv.2017.06.015","From in vitro to in vivo: Integration of the virtual cell based assay with physiologically based kinetic modelling","2017","2017-06-27","27","Toxicology in Vitro","Life Sciences","Pharmacology, Toxicology and Pharmaceutics","Pharmacology","Pharmacogenetics and Drug Metabolism","True","hybrid","True","False","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W3194022693","","""Toxicosteres"" - development of a KNIME workflow to analyse the change of toxicity through bioisosteric replacements","2020","2020-01-01","0","","Physical Sciences","Environmental Science","Environmental Chemistry","Chemistry and Chemical Engineering","False","closed","False","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2987368460","https://doi.org/10.1182/blood-2019-129863","A Semi-Automated Knime-Based Workflow for High Throughput Quantification and Analysis of Centrosome Aberrations","2019","2019-11-13","0","Blood","Life Sciences","Biochemistry, Genetics and Molecular Biology","Biophysics","Cell Image Analysis Techniques","False","closed","False","False","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W7159117438","https://doi.org/10.1002/minf.70035","Constellation Plots in KNIME: An Automated Scaffold‐Based Workflow for Interactive Chemical Space Visualization","2026","2026-04-30","0","Molecular Informatics","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","hybrid","True","False","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W4309400074","https://doi.org/10.1038/s41598-022-24421-0","GediNET for discovering gene associations across diseases using knowledge based machine learning approach","2022","2022-11-19","40","Scientific Reports","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Bioinformatics and Genomic Networks","True","gold","True","True","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W7134253940","https://doi.org/10.26434/chemrxiv.15000702/v1","Constellation Plots in KNIME: An Automated Scaffold-Based Workflow for Interactive Chemical Space Visualization","2026","2026-03-08","0","ChemRxiv","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","green","True","True","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W3165122352","","Different KNIME workflows for read-across and successive use for weight-of-evidence strategy","2019","2019-09-08","0","HAL (Le Centre pour la Communication Scientifique Directe)","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","False","closed","False","False","uses_knime_as_tool","True","\bworkflow[s]?\b.{0,80}\bknime\b"
"https://openalex.org/W2579126391","","Translating Electronic Clinical Quality Measures to Executable, Portable, and Customizable Workflows in KNIME.","2015","2015-01-01","0","AMIA","Health Sciences","Health Professions","Health Information Management","Electronic Health Records Systems","False","closed","False","False","uses_knime_as_tool","True","\bworkflow[s]?\b.{0,80}\bknime\b"
"https://openalex.org/W4322491799","https://doi.org/10.22214/ijraset.2023.49180","Performance Analysis of Regression Algorithms for Used Car Price Prediction: KNIME Analytics Platform","2023","2023-02-27","0","International Journal for Research in Applied Science and Engineering Technology","Physical Sciences","Energy","Renewable Energy, Sustainability and the Environment","Energy, Environment, and Transportation Policies","True","diamond","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W4389149024","https://doi.org/10.2533/chimia.2023.786","Trends in Medicinal Chemistry: KNIME Workflows, QSAR Models, LLMs and Chemical Search Strategies","2023","2023-11-29","0","CHIMIA International Journal for Chemistry","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","diamond","True","True","uses_knime_as_tool","True","\bworkflow[s]?\b.{0,80}\bknime\b"
"https://openalex.org/W2435393834","https://doi.org/10.1186/s13321-016-0141-7","IDAAPM: integrated database of ADMET and adverse effects of predictive modeling based on FDA approved drug data","2016","2016-06-14","22","Journal of Cheminformatics","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","gold","True","True","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W1520571509","https://doi.org/10.1186/1758-2946-5-s1-p42","Enalos KNIME nodes: exploring environmental durability, ageing resistance and corrosion inhibition","2013","2013-03-01","0","Journal of Cheminformatics","Physical Sciences","Materials Science","Materials Chemistry","Machine Learning in Materials Science","True","gold","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W3093194453","https://doi.org/10.3390/diagnostics10100815","Improving Prosthetic Selection and Predicting BMD from Biometric Measurements in Patients Receiving Total Hip Arthroplasty","2020","2020-10-14","33","Diagnostics","Health Sciences","Medicine","Surgery","Orthopaedic implants and arthroplasty","True","gold","True","True","uses_knime_as_tool","True","\bknime analytics platform\b"
"https://openalex.org/W7125484829","https://doi.org/10.56689/padma.v5i2.2422","Dari Data ke Wawasan: Menganalisis Tren Perilaku Konsumen Tanpa Kode Menggunakan Knime","2026","2026-01-23","0","PADMA","Health Sciences","Health Professions","Health Information Management","Health, Technology, Consumer Behavior","True","diamond","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W3159940416","https://doi.org/10.1111/cmi.13349","<scp>HRMAn</scp> 2.0: Next‐generation artificial intelligence–driven analysis for broad host–pathogen interactions","2021","2021-04-30","26","Cellular Microbiology","Life Sciences","Biochemistry, Genetics and Molecular Biology","Clinical Biochemistry","Bacterial Identification and Susceptibility Testing","True","hybrid","True","True","uses_knime_as_tool","True","\bknime analytics platform\b"
"https://openalex.org/W2782910903","https://doi.org/10.1002/cmdc.201700754","3D‐e‐Chem: Structural Cheminformatics Workflows for Computer‐Aided Drug Discovery","2018","2018-01-16","19","ChemMedChem","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","hybrid","True","True","uses_knime_as_tool","True","\bknime\b.{0,80}\bworkflow[s]?\b"
"https://openalex.org/W4381619721","https://doi.org/10.1093/humrep/dead093.440","P-075 Artificial intelligence for sperm analysis: A KNIME-Based automated analysis of sperm morphology","2023","2023-06-01","0","Human Reproduction","Health Sciences","Medicine","Reproductive Medicine","Sperm and Testicular Function","True","bronze","True","True","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W4414516541","https://doi.org/10.32603/2412-8562-2025-11-4-121-138","Semiotic Analysis of Texts and Interpretation of Sign Systems in the Digital Era: Sentiment-analysis Using the KNIME Platform","2025","2025-09-24","0","Discourse","Physical Sciences","Computer Science","Human-Computer Interaction","Digital Communication and Language","True","diamond","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W7154262407","https://doi.org/10.1016/j.acags.2026.100348","Hydro KNIME: Scientific workflows for reproducible decision support in identifying suitable hydrological reference station sites","2026","2026-04-14","0","Applied Computing and Geosciences","Physical Sciences","Earth and Planetary Sciences","Geology","Environmental Monitoring and Data Management","True","gold","True","False","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W2953415260","https://doi.org/10.25365/thesis.55364","Development of a KNIME workflow for the retrieval of associations between orphan diseases and their possible drug repurposing candidates","2018","2018-01-01","0","University of Vienna","Life Sciences","Biochemistry, Genetics and Molecular Biology","Genetics","Genomics and Rare Diseases","True","green","True","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W4281698562","https://doi.org/10.1186/s13321-022-00606-7","canSAR chemistry registration and standardization pipeline","2022","2022-05-28","24","Journal of Cheminformatics","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","gold","True","True","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W2519933759","https://doi.org/10.3390/s16091498","Multimodal Learning and Intelligent Prediction of Symptom Development in Individual Parkinson’s Patients","2016","2016-09-14","39","Sensors","Health Sciences","Medicine","Neurology","Parkinson's Disease Mechanisms and Treatments","True","gold","True","True","uses_knime_as_tool","True","\bimplemented (using|with|in) knime\b"
"https://openalex.org/W7130412095","https://doi.org/10.1109/tencon66050.2025.11374937","Sensor-Driven Solar Power Forecasting Using No-Code Lstm in Knime: a Scalable Deep Learning Framework","2025","2025-10-27","0","TENCON 2025 - 2025 IEEE Region 10 Conference (TENCON)","Physical Sciences","Computer Science","Artificial Intelligence","Solar Radiation and Photovoltaics","False","closed","False","False","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W4400902555","https://doi.org/10.59588/2350-8329.1386","Dimensions of Night Market Visit Experience of International Tourists: An Analysis of Google Reviews of Night Markets in Phuket, Thailand","2021","2021-09-30","21","Asia-Pacific social science review","Social Sciences","Social Sciences","Sociology and Political Science","Diverse Aspects of Tourism Research","False","closed","False","False","uses_knime_as_tool","True","\bknime analytics platform\b"
"https://openalex.org/W3047358391","https://doi.org/10.1109/esgco49734.2020.9158144","Machine Learning applied on Poincaré Analyisis to discriminate different cardiac issues","2020","2020-07-01","15","2020 11th Conference of the European Study Group on Cardiovascular Oscillations (ESGCO)","Health Sciences","Medicine","Cardiology and Cardiovascular Medicine","Heart Rate Variability and Autonomic Control","False","closed","False","False","uses_knime_as_tool","True","\bknime analytics platform\b"
"https://openalex.org/W2995728553","https://doi.org/10.1080/14756366.2019.1705291","Development of a cheminformatics platform for selectivity analyses of carbonic anhydrase inhibitors","2019","2019-12-19","15","Journal of Enzyme Inhibition and Medicinal Chemistry","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Enzyme function and inhibition","True","gold","True","True","uses_knime_as_tool","True","\bknime\b.{0,80}\bworkflow[s]?\b"
"https://openalex.org/W7129023356","https://doi.org/10.1080/19475683.2026.2617239","Democratizing reproducible GIS in digital humanities: a workflow-based approach to historical spatial analysis using KNIME","2026","2026-01-02","0","Annals of GIS","Social Sciences","Social Sciences","Geography, Planning and Development","Geographic Information Systems Studies","True","gold","True","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W7132689388","","Optimizing Quality Assurance: Multivariate Evaluation of Quality Control Samples in Spectroscopic Authentication of Food and Feed using KNIME","","","0","OpenAgrar","Physical Sciences","Chemistry","Analytical Chemistry","Spectroscopy and Chemometric Analyses","False","closed","False","False","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W2934653257","https://doi.org/10.1021/acs.jcim.9b00048","Biased Complement Diversity Selection for Effective Exploration of Chemical Space in Hit-Finding Campaigns","2019","2019-04-03","14","Journal of Chemical Information and Modeling","Physical Sciences","Engineering","Biomedical Engineering","Innovative Microfluidic and Catalytic Techniques Innovation","True","bronze","True","True","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W4226027211","https://doi.org/10.1063/5.0081214","Designing a recommender system based on the application of decision tree algorithm in data mining with KNIME (for recommending the topic of undergraduate’s thesis)","2022","2022-01-01","0","AIP conference proceedings","Physical Sciences","Computer Science","Information Systems","Data Mining Algorithms and Applications","False","closed","False","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
